accession,condition,replicate,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Q60575,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.328,0,2.8972,2.6496,4.3763,3.7253,10.508,9.0941,7.1794,5.8377,4.7907,6.2321,5.1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q60575,Lung,1,0,0,1.0707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1196,8.8109,3.0719,5.525,1.1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q60575,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0045,5.1382,4.5057,7.5086,5.8955,7.8615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q60575,Muscle,1,0,0,0,0,0,1.928,0,0,1.0854,0.89974,1.1378,0,0,0.91806,0,0,0,1.1132,0,0,1.2936,0,0,0,0,0,0,2.4442,2.7543,2.7276,8.8051,5.2988,7.4813,5.672,8.1754,9.7359,13.757,18.531,14.894,9.8474,6.8267,3.5546,2.5538,2.4544,0,0.8482,0,0,0,0,0,0,0,0,0
Q60575,Muscle,2,0.40563,0,0.34769,0.2915,0.22776,0.38543,0.1309,0.27168,0,0.1773,0.25657,0.37084,0.20901,0.18192,0,0,0,0.1122,0.28284,0.1411,0,0.33679,0,0,0,0.24898,0,0,0,0.24687,0.33292,0,0,0.46349,0.69491,1.4275,1.0434,1.199,1.8993,1.5421,1.5117,1.9103,1.39,0,1.3427,0,0,0,0.54572,0.71195,0.49245,0.35477,0.46515,0.35518,0
Q60575,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q60575,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O08810,Brain,1,0,0,0,4.3582,17.787,7.6834,9.9551,8.7187,9.9897,5.5055,7.4614,4.6589,3.7333,3.2691,3.0474,5.8196,6.3618,13.572,11.245,8.8686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3582,0,7.0995,5.2577,3.4255,6.4971,1.7954,0,0,0,0
O08810,Brain,2,7.7347,19.741,17.407,135.34,12.661,15.965,8.0621,9.0997,12.131,10.149,6.1479,6.2001,5.9206,26.934,9.6625,10.895,13.632,1.5483,0,0,0,0,0,0,0,0,0,0,0,0,3.4322,4.0063,0,0,0,0,0,4.5767,0,0,14.641,12.158,14.877,7.9829,0,0,0,0,0,0,0,0,0,0,0
O08810,Heart,1,0,0,1.5873,0,0,0,0.71605,0,0,0,0,0,0,0.90801,0,2.0549,1.9754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O08810,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56909,0,0,0.83375,0,0,0,0,0,0,0.58013,0,0.85107,0,0,0,0,0,0,0,0,0,0.096683,0,0,0.42626,0.56098,0,0,0,0,0,0,0,0,0,0,0,0,0
O08810,Kidney,1,4.7912,5.0326,7.8918,3.7988,2.1691,0,0,2.3756,2.8954,2.5648,1.9253,2.656,2.6641,3.7857,7.6299,9.6116,7.5009,3.1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.764,0,0,0,0,0,0,0,0,0,0,0,0
O08810,Kidney,2,2.3637,5.1913,10.018,12.586,12.249,9.2906,5.108,4.8249,4.9063,5.2804,4.2156,3.3193,3.3205,4.1364,5.1031,7.6108,6.3176,3.8403,2.6353,0,0.60185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8618,2.7317,4.2557,3.0163,0,0,0,0,0,0,0,0,0,0,0
O08810,Liver,1,5.0229,12.334,7.4841,8.9002,7.7571,7.5575,5.9814,5.1817,6.0178,3.1961,3.3424,0,3.8628,3.8876,6.4841,8.407,8.6655,8.3422,5.6911,2.4902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2696,0,0,0,0,0,0,0,0,0,0,0
O08810,Liver,2,1.1874,4.0599,4.875,6.3987,4.9696,6.5035,7.8818,4.5523,3.6948,2.8275,2.391,3.092,2.7926,3.3902,4.5242,4.4842,4.4088,2.2661,1.3632,0,1.1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7466,0,3.108,1.8593,0,0,0,0,0,0,0,0,0,0,0,0,0
O08810,Lung,1,4.1747,13.58,10.592,7.0813,3.6089,2.5043,2.6073,2.1441,0,1.9879,1.9423,0,2.8352,5.4748,7.0998,7.1419,4.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2703,0,6.2866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O08810,Lung,2,1.7536,0,9.7303,5.757,5.9668,0,3.6672,0,0,0,0,0,0.36449,3.7565,4.3544,2.8759,3.6721,0,0,0,4.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6695,2.0299,0,0,0,0,0,0,0,0,0,0,0
O08810,Muscle,1,0,1.3579,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6221,0,0.72478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98886,0,3.9683,5.4108,3.8345,0,0,0,0,0,0,0,0,0,0,0,0
O08810,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O08810,Thymus,1,0.59472,1.7305,6.0986,9.1577,5.5209,3.0505,1.8109,1.5419,0,0,0.79871,0,0,0,4.1466,9.0323,7.1486,5.1536,1.1955,0,0,0,0,0,0,0,0,0,0,0,0,0.30381,0,0,0,0,0,0,0,0,0,7.5691,5.3517,6.5012,0,0,0,0,0,0,0,0,0,0,0
O08810,Thymus,2,0,1.2032,2.7571,4.3268,7.7776,4.3371,4.5168,2.3836,3.5181,1.7846,2.3085,2.2344,2.2473,1.573,2.7858,4.5302,8.6171,5.3589,4.9082,1.3592,0,0,0,0,0,0,0,0,0,0,0.055334,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8001,0,0,0,0,0,0,0,0,0,0
A2AHC3,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82544,0,0.76319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AHC3,Brain,2,0,0,11.141,3.4026,0,3.1792,0,0,0,0,23.281,1.9943,5.6345,0,16.839,10.795,0,0,4.7897,1.5544,12.848,10.774,4.4025,18.463,13.311,6.3976,5.5759,0,0,2.5495,0,0,0.62929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AHC3,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49138,0,0,0.52571,0,0.81809,0,2.5737,0,0,3.5344,2.599,0,0,0,0,1.7292,1.3698,1.3289,1.3278,0,1.5575,0,1.5106,0,0,0,0,0,0,0,4.0295,0,0
A2AHC3,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AHC3,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8925,0,4.7546,0,0,0,0,0,0,0.94064,0.87666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AHC3,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AHC3,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AHC3,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AHC3,Lung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AHC3,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AHC3,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.033,3.4143,0,0,0,0,0,2.7858,3.4996,0,2.7175,0,1.7418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AHC3,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AHC3,Thymus,1,0,0.05102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AHC3,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80UP3,Brain,1,0,0,0,0,3.5967,0,0,0,0,0,0,0,0,0,0,3.9392,5.0021,0,6.0149,0,6.2297,5.0888,8.2081,7.3345,0,0,8.6971,0,16.851,14.326,14.976,16.983,11.764,0,26.072,34.441,37.481,46.493,55.394,38.929,27.157,25.848,35.869,16.611,20.183,11,0,0,0,17.664,0,0,0,0,0
Q80UP3,Brain,2,0,7.1967,0,25.308,0,25.002,9.4657,7.8697,12.553,0,6.2351,6.4332,6.2516,6.5097,5.6216,7.0854,0,0,10.085,10.817,12.49,8.4296,8.9623,22.736,13.733,16.674,15.975,20.613,35.731,37.149,35.464,47.308,60.671,59.421,47.028,35.645,49.749,32.415,18.248,20.175,19.919,7.313,13.018,7.3742,0,0,0,0,0,0,0,0,0,0,0
Q80UP3,Heart,1,0.12931,0,0,0.8542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80UP3,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80UP3,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80UP3,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9326,2.1669,3.1608,2.414,0,0.4367,0.6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80UP3,Liver,1,0,0,0,0,0,0,0,0,0,1.6909,1.5727,0,0,0,0.34553,0,0,0,0,0,0,0,0,0,0,0,0,1.2889,1.2546,0,1.8222,0,0,4.1923,0,4.7975,3.6756,2.5165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80UP3,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80UP3,Lung,1,0,0,3.3427,3.1416,2.7159,0,0,0,0,0,0,0,0.88684,0,0,0,0,0,0,0,0,0,0,1.2772,0,1.7892,2.2056,0,2.242,0,0,4.1465,6.7001,7.7315,6.9389,5.3546,3.9302,2.7956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80UP3,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9503,0,5.7904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80UP3,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.545,0,0,1.8294,0,3.1078,0,4.4851,5.6989,6.8074,10.617,9.863,0,7.4088,5.4939,4.8227,4.6997,3.5798,2.4103,1.4821,0,0.64955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80UP3,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0.21334,0.27359,0,0,0,0,0.27723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80UP3,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2312,0,0,6.6032,0,0,0,8.8894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80UP3,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7128,0,0,0,5.6319,4.6278,4.5355,8.3881,2.1968,4.7579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8BWJ3,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1414,0,2.8967,3.4352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8BWJ3,Brain,2,0.22419,0,0,0,0,0,0,0,0,0,0,0,8.9204,5.1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8BWJ3,Heart,1,0,0,0,0,0,0,0,0,0,0,0,2.6931,3.7643,2.8821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8BWJ3,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8BWJ3,Kidney,1,0,0,0,0,0,0,0,0,0,0,3.2419,12.671,5.5603,3.3354,4.1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8BWJ3,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.775,1.6379,0,0.91129,0.4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8BWJ3,Liver,1,0,0,0,0,1.9605,4.7675,2.8527,4.5107,8.1058,5.6991,9.455,11.05,19.459,26.076,44.164,17.987,24.119,13.073,7.308,7.1417,3.4947,3.6246,6.8429,4.952,3.2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8BWJ3,Liver,2,0,0,0,2.5222,0,1.4081,0,2.2961,2.4913,3.0602,3.4571,8.3615,11.004,8.9982,11.246,9.1371,8.8288,15.151,11.951,8.3969,3.017,6.7771,4.7054,0,3.416,0,0,2.6531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8BWJ3,Lung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8BWJ3,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,4.079,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8BWJ3,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8BWJ3,Muscle,2,0,0.27443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37895,0,0,0,0,0,0.7298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8BWJ3,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8BWJ3,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q64373,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9528,0,0,0,0,0,0,0,0,0,0,0,0
Q64373,Brain,2,0,0,4.3333,0.76382,19.494,11.93,10.683,13.429,12.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q64373,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q64373,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q64373,Kidney,1,0,0,16.699,8.4828,0,0,0,0,0,0,0,0,0,0,1.5258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q64373,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q64373,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q64373,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q64373,Lung,1,0,0,7.4546,3.9414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q64373,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q64373,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q64373,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q64373,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q64373,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AI05,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AI05,Brain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AI05,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AI05,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AI05,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AI05,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AI05,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AI05,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9583,0,0,0,0,0,0
A2AI05,Lung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AI05,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AI05,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AI05,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AI05,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2AI05,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P35438,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P35438,Brain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P35438,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P35438,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P35438,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P35438,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P35438,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P35438,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P35438,Lung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
